OBJECTID;Intercept;TPT;PP;JPM;IKK;APS;RRLS;PSAM;GR;y;yhat;residual;CV_Score;Stud_residual;Intercept_SE;TPT_SE;PP_SE;JPM_SE;IKK_SE;APS_SE;RRLS_SE;PSAM_SE;GR_SE;Intercept_TV;TPT_TV;PP_TV;JPM_TV;IKK_TV;APS_TV;RRLS_TV;PSAM_TV;GR_TV;Local_R2;LAT;LONG;Intercept_p;TPT_p;PP_p;JPM_p;IKK_p;APS_p;RRLS_p;PSAM_p;GR_p;hasil.GWPRBISQUR$SDF$Local_R2;
147;11;-0.00402624781707593;0.0180361527033075;0.000788532088011946;-0.000165298469405773;0.00220574633661533;-0.0921058231780291;233.044.670.169.796;0.00272983578468608;-253.150.921.462.093;0.306666666666672;0.21579530944118;0.0908713572254924;0;162.898.719.182.937;0.0174172975776611;0.0259353914257343;8,95E+09;0.000778812611413453;0.00614123286256485;0.076077573249214;0.232991696568364;0.00549094807596045;221.804.908.481.874;-0.231163749664579;0.695426277060587;881.522.137.117.893;-0.212244212514453;0.359169955931961;-121.068.298.112.388;100.022.736.261.512;0.497151993958455;-114.132.244.951.099;0.990982530513877;61.745;1.068.227;0.818;0.489;0;0.832;0.72;0.23;0;0.62;0.257;0.990982530513877
148;12;-0.00218080446885201;-0.00455807130110082;0.00109560752120235;6,07E+09;-0.00753133930600045;0.0495998405666801;199.196.704.816.384;6,41E+08;-248.019.763.309.831;0.50333333333333;0.418532387835782;0.0848009454975482;0;113.399.397.194.025;0.0142290117977465;0.0255868804991694;9,70E+09;0.000131799054044759;0.00780324072280728;0.0502697908779472;0.226007652106727;0.0032467382517886;194.214.699.952.508;-0.153264646895394;-0.178140953964622;112.987.459.644.438;0.46083847216223;-0.96515532117161;0.986672904351368;881.371.506.493.583;0.0197476572186514;-127.703.908.803.237;0.991508615259179;-688.917;10.764.047;0.879;0.859;0;0.646;0.337;0.327;0;0.984;0.205;0.991508615259179
149;13;-0.000204875070482696;-0.00707187589918986;0.00111678898258119;9,39E+09;-0.00772214868848295;0.0243642501833342;201.150.114.102.196;-0.00161151158993161;-0.281222151977374;0.461666666666659;0.450520949211745;0.0111457174549143;0;0.185434171546569;0.0150094468147296;0.0207374442886656;0.000110613533012001;0.000118228574335803;0.00564879644088263;0.0575440366870177;0.194678953945527;0.00311985708032847;175.040.193.743.626;-0.0136497415935171;-0.341019645465913;100.963.141.866.197;0.79458775500108;-136.704.318.686.271;0.423401825559293;103.324.016.297.355;-0.51653378614444;-0.160661472066963;0.992354053697739;-730.324;11.000.441;0.989;0.734;0;0.429;0.176;0.673;0;0.607;0.873;0.992354053697739
150;14;-0.00144559894846015;0.061575221417508;0.000963245670317103;-0.000942663716259705;0.00213613749542781;-0.135501092159081;237.830.385.532.883;-0.00580141826180316;-184.230.290.615.023;0.346666666666664;0.341865993785982;0.00480067288068203;0;0.0696674979677112;0.0163657378488504;0.0293469189013856;0.000110179635094401;0.000768649966062875;0.00603723137153942;0.0548293195766789;0.193023514965076;0.00656894058960219;240.107.624.769.451;-0.08833081415646;209.818.351.372.487;874.250.191.055.544;-12.263.888.087.944;0.35382733640091;-247.132.543.692.399;123.213.166.839.239;-0.883158887292432;-0.767282133551231;0.990135049299194;77.956;1.103.695;0.93;0.039;0;0.224;0.724;0.016;0;0.38;0.445;0.990135049299194
151;15;9,46E+08;-0.0314089439405478;0.000514810698853295;-0.00022596961848428;0.00952890955809683;-0.0500944326372606;278.068.945.881.215;0.00592402573807752;-0.00882685565507302;0.616666666666674;0.610562127395416;0.0061045392712582;0;0.100324139801713;0.0150862502348784;0.0238443792514923;0.000139660412251158;0.000163394828780883;0.00581342062745799;0.0499792922606045;0.182441907142129;0.00395225906646308;167.270.043.467.822;0.000626990859590625;-13.172.472.895.717;368.616.052.720.428;-138.296.676.932.972;163.912.267.299.046;-100.230.376.164.704;152.415.061.998.113;149.889.610.940.383;-0.00527700924330248;0.989148265593004;-696.851;11.398.005;1;0.192;0;0.171;0.105;0.319;0;0.138;0.996;0.989148265593004
152;16;-0.00115762519074252;-0.00461193017310335;0.00106984138696984;2,18E+09;-0.00564038269662311;0.0590945712483641;199.312.415.628.785;0.00143685020158632;-214.702.617.765.366;0.336666666666659;0.301530315262832;0.0351363514038268;0;0.449505814934089;0.0129113615773283;0.0237796124348269;9,08E+09;0.000127961527382706;0.0064262096603839;0.0436501315183747;0.200817604080897;0.00299645505735881;189.976.147.325.662;-0.0896594200239312;-0.193944715698935;117.770.369.806.218;0.170296741787114;-0.877715324383947;135.382.344.090.963;992.504.698.684.158;0.479516686912307;-113.015.565.789.592;0.991049733578445;-644.538;10.613.756;0.929;0.847;0;0.865;0.383;0.18;0;0.633;0.262;0.991049733578445
153;17;-0.000531532845726608;-0.0331604474189385;0.000456611143327582;-0.000245933777565821;0.011525471926629;-0.0535157949598644;283.069.251.823.162;0.00796555533900643;0.558202369596778;0.343333333333334;0.192002829202495;0.151330504130838;0;234.706.772.264.487;0.0149356468487064;0.0235863708404397;0.000142313369625296;0.000189084761870626;0.00556099095738588;0.0500974453804641;0.181184227890991;0.00400160048293826;163.245.746.334.175;-0.0355882039198487;-140.591.562.997.405;320.849.084.333.972;-130.065.360.705.318;207.255.721.416.367;-106.823.400.980.708;156.232.832.801.246;199.059.235.747.532;0.341939917046354;0.988064256561964;-823.566;11.512.239;0.972;0.164;0.002;0.197;0.041;0.289;0;0.05;0.733;0.988064256561964
154;18;-0.00127553919996303;-0.0344347010229345;0.000548328081236346;-0.000212504088415776;0.010986806055591;-0.0517972886973868;278.850.863.691.906;0.008975420589561;151.607.698.759.598;0.586666666666673;0.466763805919117;0.119902860747556;0;164.645.027.115.484;0.0141019176195519;0.0205913927882849;0.000133500153662587;0.000238777560401254;0.00516413888458669;0.0410090068054765;0.174855509663757;0.00412052711876947;14.804.571.503.913;-0.090451471521471;-167.228.615.261.642;410.732.172.355.555;-0.889966745864533;212.751.947.636.092;-126.307.103.566.502;159.475.022.679.085;217.822.145.828.793;102.406.002.578.006;0.987090937067273;-812.179;11.763.696;0.928;0.098;0;0.376;0.037;0.21;0;0.032;0.309;0.987090937067273
155;19;-0.00130268525225654;-0.036611019826015;0.000673946201127727;-4,62E+09;0.00837535415804648;-0.0604908976712767;266.595.392.717.137;0.00965965569221466;152.764.931.535.769;0.326666666666668;0.425967782021021;-0.0993011153543533;0;-148.442.811.922.556;0.0131522203765991;0.0192952333868199;0.000118434246169069;0.000236970415189487;0.00487379793323589;0.0384650900400885;0.164886218448006;0.00399537392409847;138.518.727.939.833;-0.0990467932376136;-189.741.264.549.943;569.046.726.709.134;-0.194870311242251;171.844.509.616.052;-157.261.812.225.664;161.684.460.488.251;241.771.005.060.416;110.284.676.886.524;0.985667168186467;-856.568;12.069.786;0.921;0.061;0;0.846;0.09;0.12;0;0.018;0.273;0.985667168186467
156;20;0.00174843852103104;0.0287539884460361;0.000909896716131824;-0.000120760367237286;0.0127090889361389;0.0468732122088783;248.215.054.625.081;0.00172378749460754;-0.774905736064341;0.38666666666667;0.446584901792015;-0.0599182351253452;0;-102.561.658.418.394;0.0172237807583453;0.0383151523405639;0.000110889314594112;0.000698695040855473;0.00892476297286415;0.0562754183107271;0.22899713972333;0.00745386140402116;255.813.962.491.659;0.101513050215986;0.750459979656522;820.544.990.707.461;-0.172837017834603;142.402.537.465.488;0.83292516725626;108.392.207.398.297;0.231261007036917;-0.302917686164064;0.992203302187564;-0.13224;11.109.689;0.919;0.455;0;0.863;0.158;0.407;0;0.818;0.763;0.992203302187564
157;21;-0.000438003985896551;0.0160869552578809;0.000862350981755989;-0.000118700983081565;0.010199087104157;0.0339827039073352;252.054.609.815.226;0.00300961621658062;0.184514846282781;0.408333333333317;0.442567048513864;-0.0342337151805467;0;-0.462150101462514;0.0163166071837336;0.0419545644949742;0.000125908194569514;0.0002421008061556;0.00899592381255033;0.0489648939917377;0.230736258397407;0.00665987653351632;211.682.915.348.946;-0.0268440602243099;0.383437546105572;68.490.457.249.777;-0.490295695278583;113.374.538.476.284;0.694021800865523;109.239.272.390.862;0.451902704417192;0.0871656770120627;0.990534724941935;-149.958;11.329.033;0.979;0.702;0;0.625;0.26;0.49;0;0.653;0.931;0.990534724941935
158;22;0.00132135361781385;-0.0312274862932226;0.000774044997919999;-1,59E+08;0.00538584565711819;0.018493712536428;257.038.615.706.632;0.00479714521982276;-0.74300656329811;0.518333333333331;0.387269843348207;0.131063489985124;0;196.731.352.955.824;0.0165547519736262;0.0268574308945895;0.000142811190289945;0.000245220866322005;0.00958374063260966;0.0424846264607543;0.234370154547287;0.00589604447709363;166.077.267.972.649;0.0798171799806445;-116.271.308.360.747;542.005.844.463.924;-0.0646794441806471;0.561977401474358;0.435303639859274;109.672.076.721.173;0.813620934926774;-0.44738607057317;0.989652417842536;-294.348;11.537.565;0.937;0.248;0;0.949;0.576;0.665;0;0.418;0.656;0.989652417842536
159;23;0.00175782321560827;0.044333179995915;0.000914208508045584;0.000335485449599845;0.0125933058464776;0.0518098537565031;231.239.981.951.852;0.00486291379610775;-100.208.828.657.343;0.526666666666657;0.439556354397321;0.087110312269336;0;11.790.056.562.002;0.0132878665826755;0.0324624694185894;9,28E+09;0.00135068951545123;0.00624697522963422;0.0383304929901535;0.210967390939095;0.00566216081297711;156.736.272.142.691;0.132287843550453;136.567.490.982.457;984.696.696.512.227;0.248380879367208;201.590.455.917.575;135.166.155.493.518;109.609.348.118.928;0.858844168636544;-0.639346765668342;0.991989690464205;0.78844;116.242;0.895;0.176;0;0.804;0.047;0.18;0;0.393;0.524;0.991989690464205
160;24;0.00157364995062931;0.0725038767577219;0.000957492919522291;-4,18E+09;0.0134778240675253;0.0567565647909356;232.750.728.048.461;0.00159939454078192;-0.87830738606749;0.323333333333338;0.339547841290224;-0.0162145079568863;0;-0.242381538608789;0.0158118938261143;0.0417651527009241;0.000107472007866617;0.00175145339765106;0.00716641032469493;0.046373652064702;0.240640829044051;0.00640593111167238;187.257.305.796.324;0.0995231796984579;173.598.974.429.507;890.923.077.114.766;-0.0238428980008327;188.069.388.394.937;122.389.680.915.678;967.212.126.774.442;0.249674015049527;-0.469037713819726;0.993612496321968;272.594;116.911;0.921;0.086;0;0.981;0.064;0.225;0;0.803;0.64;0.993612496321968
161;25;0.000474553909074558;0.00544990748113072;0.000965541690520218;-0.00159924029430096;-0.00450403159868758;0.0814185863247093;219.181.258.159.981;-0.000761937165300493;-110.422.284.231.494;0.484999999999999;0.46894404397495;0.0160559560250494;0;0.211936409672881;0.0130326479941731;0.0331966483863978;0.000108773814710439;0.00132524622972841;0.00466751152275155;0.0405017362675595;0.186296903968849;0.00445901989435583;132.915.600.824.902;0.0364127005721885;0.164170413160258;887.660.043.081.637;-120.674.955.221.619;-0.964974928660145;201.024.928.380.473;117.651.583.837.717;-0.170875480117266;-0.830769928783303;0.99386970490141;0.65557;12.409.015;0.971;0.87;0;0.231;0.338;0.048;0;0.865;0.409;0.99386970490141
162;26;0.00101611951187234;-0.0417046400348582;0.000791158968477138;-0.000312168904093295;0.00264735109775738;0.0473956734934823;229.677.174.708.592;0.00462112570293517;-155.238.504.102.671;0.438333333333333;0.436996963965561;0.00133636936777165;0;0.0196619620677347;0.0132899041148451;0.0408888233880614;0.000118552388285296;0.00158348764929212;0.00679843596581874;0.0458897377750592;0.196431742022039;0.00576153570101964;169.369.526.050.879;0.0764580017351151;-10.199.520.695.192;667.349.667.029.243;-0.197140094040421;0.389405903220647;103.281.639.406.625;116.924.674.364.911;0.802064925522783;-0.916566915680195;0.993044437236519;-169.378;12.080.886;0.939;0.311;0;0.844;0.698;0.305;0;0.425;0.362;0.993044437236519
163;27;0.00140597259883583;-0.0697546303928888;0.000736862412413922;0.00158806183356811;0.0105498042184361;0.0148528839114941;22.371.979.913.043;0.0130005714691556;-18.029.604.282.758;0.591666666666669;0.544738848588026;0.0469278180786425;0;0.667428772394974;0.0142479529346452;0.0409665954637295;0.000121248193873583;0.0014253871096364;0.00657046198647451;0.0466151487091933;0.224742451425521;0.00569445874039192;177.943.285.383.914;0.0986789193707316;-170.271.973.063.144;60.773.062.993.598;111.412.669.781.559;160.564.116.193.856;0.318627835001733;995.449.670.106.362;228.302.145.328.405;-101.322.195.124.469;0.991722032161203;-364.467;11.994.719;0.922;0.093;0;0.269;0.112;0.751;0;0.025;0.314;0.991722032161203
164;28;0.00118274177115291;-0.0601303325171595;0.000744790352303097;0.000707888149078632;0.00636268705426972;0.0184763971893771;22.780.970.757.907;0.00975639371188178;-158.585.856.509.129;0.49166666666666;0.536082619676401;-0.0444159530097407;0;-0.593075920613881;0.0135818589177777;0.0402185551437694;0.0001258106121706;0.00141226187799003;0.006452456109595;0.0463421806412775;0.213299963263669;0.00544945675029924;171.119.841.739.937;0.0870824662745385;-149.508.932.636.221;591.993.266.270.065;0.501244252295557;0.986087614731422;0.398695031906202;10.680.250.671.092;179.034.244.309.693;-0.926753174246987;0.99221288356754;-354.912;12.172.796;0.931;0.139;0;0.618;0.327;0.691;0;0.077;0.357;0.99221288356754
165;29;0.000286648359513975;-0.0231437084637085;0.000839421157270044;-0.00135017045217299;-0.00113401694004196;0.0375412719601347;233.148.469.439.041;0.00239642059203264;-0.690032771392666;0.549999999999997;0.609739464710397;-0.0597394647103997;0;-0.882035031449332;0.0132922350682305;0.0403366876139723;0.00011984808301378;0.00141028875289018;0.00549971671391831;0.0455229001062815;0.202965087059536;0.00472254788270093;145.670.588.907.372;0.0215650985739101;-0.573763237209685;700.404.325.343.715;-0.957371637124679;-0.206195518611361;0.824667845688385;114.871.218.896.209;0.507442306897708;-0.473693953301335;0.993725798353672;0.71862;12.245.559;0.983;0.568;0;0.341;0.837;0.412;0;0.613;0.637;0.993725798353672
166;30;0.00133188323409762;-0.0507200737824428;0.000795989248522081;0.000437966265850107;0.0043413739641985;0.0505642695272089;223.363.738.730.676;0.00763672343220671;-182.086.212.122.977;0.606666666666655;0.636530180622235;-0.0298635139555802;0;-0.446634565599698;0.0146791465184981;0.0437441781325973;0.00012548684996272;0.00167473923366059;0.00828760499802352;0.0508782813428383;0.23228208837034;0.00741157883965894;182.540.308.840.563;0.0907330158752237;-115.947.026.433.324;634.320.846.175.162;0.261513110248701;0.523839392108318;0.993828175650953;961.605.521.535.328;103.037.741.315.562;-0.997512348256283;0.9921648955408;-249.745;1.193.919;0.928;0.25;0;0.794;0.602;0.323;0;0.306;0.322;0.9921648955408
167;31;0.00452761472396005;0.00269530163782677;0.0013668436285096;0.00590932808837136;-0.00357526790407034;0.0141694469545639;275.091.478.339.275;-0.0229960725395836;-41.682.186.878.933;0.388333333333321;0.352667273858424;0.0356660594748971;0;0.63157949909008;0.0157016374733451;0.0369025928949153;0.000120906795001362;0.0020181777757539;0.00438786076310933;0.0460652756966036;0.180988507723377;0.00527685406890372;183.477.404.030.863;0.288353028889252;0.0730382725545052;113.049.364.057.182;292.805.131.409.392;-0.81480887774042;0.307594966930993;15.199.389.276.126;-435.791.330.199.909;-227.178.856.705.001;0.9923146168964;-311.884;12.942.078;0.774;0.942;0;0.004;0.418;0.759;0;0;0.026;0.9923146168964
168;32;0.00165102196383721;0.00339113205512881;0.00113500266219546;0.00267088392773787;-0.00805105924640976;0.0558895420278893;259.050.210.122.614;-0.0148963373637961;-253.414.480.019.372;0.363333333333344;0.404009382983207;-0.0406760496498628;0;-0.645827988217575;0.0133102092604079;0.0333022931136988;0.000106657743648655;0.00148268441107827;0.00456920473560095;0.0445831629580762;0.15704789465234;0.00449217389892856;147.355.109.689.684;0.124041773614205;0.101828785289679;106.415.401.579.683;180.138.396.801.211;-176.202.637.270.332;125.360.199.500.527;164.949.814.001.696;-331.606.427.065.281;-171.975.359.763.932;0.993700705530677;0.63012;12.797.202;0.902;0.919;0;0.075;0.082;0.214;0;0.001;0.089;0.993700705530677
169;33;0.00290004577387581;0.052987738413969;0.00145220780572026;0.00478270812056008;-0.00219390320178409;-0.0323960515588767;289.358.118.045.253;-0.0234825782033197;-386.241.977.675.912;0.648333333333341;0.539667725916612;0.108665607416729;0;14.946.469.016.398;0.0146997684725233;0.034364046863111;0.000117732492791324;0.001732748919359;0.0037397057630716;0.037705225686523;0.183228332944593;0.00501885551195473;18.058.249.731.975;0.197285132707809;154.195.280.390.128;123.348.089.494.226;276.018.531.428.626;-0.586651287769262;-0.859192617708057;157.922.147.407.602;-467.887.113.852.652;-213.886.718.485.241;0.991338261336162;-138.424;13.290.253;0.844;0.127;0;0.007;0.559;0.393;0;0;0.036;0.991338261336162
170;34;0.00254118159089876;0.0891301882811693;0.00152565259194108;0.00485870492077826;-0.00216268889836862;-0.0547595125733912;297.793.213.031.385;-0.0243307254948177;-382.598.513.629.502;0.213333333333324;0.17731796995461;0.0360153633787137;0;0.808640806599666;0.0166493506747551;0.0384863861955733;0.000132407554868136;0.00190502116624887;0.00422840959555443;0.0417491440895729;0.207221594307621;0.00566970042590257;201.918.701.072.737;0.152629471295351;231.588.873.603.885;115.223.983.515.176;255.047.293.272.096;-0.511466273428756;-131.163.198.114.683;143.707.616.007.099;-429.135.997.797.352;-189.481.465.360.496;0.988239903454389;-398.857;13.834.853;0.879;0.023;0;0.013;0.61;0.193;0;0;0.062;0.988239903454389
171;1;-0.000110934834238654;-0.0116045011900008;0.000873284637973349;-0.000902345268911492;0.00742762615126739;0.0676114020446776;229.402.194.751.171;0.00452038188330958;0.472628868790594;102.333.333.333.334;0.981187003671206;0.0421463296621348;0;0.75348070667434;0.0138744623058485;0.0221628938453587;8,28E+08;0.000719547927944599;0.00569719606744841;0.0531047893239535;0.198929141556897;0.00377807613149028;207.473.725.199.109;-0.00799561322040508;-0.523600449967005;105.425.093.846.718;-125.404.470.483.163;13.037.336.372.722;127.316.957.482.365;115.318.546.571.799;119.647.718.203.246;0.227801794341437;0.994876673062385;436.855;970.253;0.994;0.602;0;0.214;0.196;0.207;0;0.235;0.82;0.994876673062385
172;2;-0.000281043249694;-0.021977210877328;0.000881212402835281;-0.000861797015828313;0.00461265867598968;0.0610251849983365;229.500.125.561.596;0.00512998014482149;0.86607873522361;104.833.333.333.333;0.97564030682287;0.0726930265104619;0;103.558.042.046.573;0.0132638101817229;0.0239084674257438;8,69E+09;0.000814310731050668;0.00586894703087919;0.0486659687029046;0.192210240013652;0.00364775791592494;199.364.706.171.676;-0.0211887267567557;-0.919222904838462;101.405.000.865.717;-105.831.469.851.364;0.785943143074965;125.396.014.144.673;119.400.571.762.095;140.633.788.290.217;0.434419287071712;0.994126864482649;219.235;9.938.122;0.983;0.361;0;0.293;0.434;0.214;0;0.164;0.665;0.994126864482649
173;3;-0.000969164112446755;-0.030600902266867;0.00090794970290923;-0.000756532163083641;0.000356312637342125;0.0524703330553161;223.549.443.211.887;0.00741791532843666;168.321.674.204.601;0.984999999999999;0.935638154184715;0.0493618458152846;0;0.686615571153062;0.0128960080349697;0.0246332098550238;8,36E+09;0.000767923986594618;0.00608547203522047;0.0440470522845368;0.184640380777518;0.00357535056556814;19.509.750.182.731;-0.0751522571805714;-124.226.207.006.579;108.557.707.537.086;-0.985165428206645;0.0585513556351781;119.123.369.973.469;121.072.888.969.641;207.473.790.119.317;0.862756686416162;0.99368222422815;-134.225;1.000.761;0.94;0.218;0;0.328;0.953;0.237;0;0.041;0.391;0.99368222422815
174;4;-0.000811012336890217;-0.0279390828791194;0.000876769829186938;-0.000915173140910931;0.000275035119130931;0.0477003046403299;225.838.237.231.702;0.00766511681044983;184.187.303.417.818;0.786666666666662;0.698714851137367;0.0879518155292951;0;12.436.762.419.803;0.0127697247743968;0.0239379599101012;8,36E+09;0.000810572036719564;0.00598951875704915;0.0446253593515599;0.183933712149142;0.00355135310232574;1.961.049.708.925;-0.0635105572922206;-116.714.552.886.062;104.844.247.256.324;-112.904.603.101.619;0.0459194019231074;106.890.578.212.593;122.782.406.005.367;215.836.516.099.456;0.939228121447186;0.9925592456063;0.50041;10.154.758;0.95;0.247;0;0.262;0.963;0.288;0;0.034;0.35;0.9925592456063
175;5;-0.00109889033213986;-0.0267180868079736;0.000908025186476966;-0.000810335739227738;-0.0012559921006947;0.057013940802539;217.156.952.374.555;0.00844217714983086;177.186.520.333.187;0.97999999999999;0.936610657870838;0.0433893421291522;0;0.585914374888051;0.0121991181926285;0.0220580481022619;7,33E+09;0.000487416865660373;0.00562886902399384;0.0430661288246764;0.175168779776956;0.00335067089505449;194.036.522.611.039;-0.0900794889260017;-121.126.251.443.952;123.818.042.083.675;-16.625.106.686.242;-0.223134007087544;132.386.964.787.675;123.970.123.358.205;251.954.829.771.295;0.91316066660487;0.991792568920694;-161.157;1.027.797;0.928;0.229;0;0.1;0.824;0.189;0;0.014;0.364;0.991792568920694
176;6;-0.000316397068543361;-0.0165645451600208;0.000959528304378434;-0.000229775013116033;-0.000665390623420806;0.069234263501647;211.691.664.790.839;0.00620371821655408;0.773491348194042;0.996666666666684;0.89313091832189;0.103535748344794;0;132.915.927.809.714;0.0117906904298593;0.0191112924292309;7,18E+09;0.000155456749390135;0.00534282548882149;0.0428650444984144;0.164741885687208;0.0029568312378944;183.638.888.285.553;-0.02683448186733;-0.866741232774251;133.620.065.437.115;-147.806.392.464.433;-0.124539089815486;161.516.835.714.956;128.498.993.384.581;209.809.681.967.911;0.421202369179716;0.99103379453074;-312.668;10.409.306;0.979;0.389;0;0.143;0.901;0.11;0;0.039;0.675;0.99103379453074
177;7;-0.00113213032497014;-0.0277671700034436;0.00096148980777456;-0.0004857304113701;-0.00175427630159051;0.0642992294807763;211.721.278.893.684;0.00763685682093993;163.814.942.160.543;0.993333333333325;0.938860110967043;0.0544732223662822;0;0.852550578660766;0.0129213182691889;0.0213844977771261;7,83E+09;0.000326931621593775;0.00579609039654035;0.0458497245504198;0.174066192404509;0.00338093912059006;211.220.817.713.835;-0.0876172462735267;-129.847.192.544.988;122.743.258.780.223;-148.572.477.939.634;-0.302665448875267;140.239.074.740.935;121.632.624.904.938;225.879.749.636.163;0.775562484482388;0.992003829436956;-351.868;10.253.598;0.93;0.198;0;0.141;0.763;0.165;0;0.027;0.44;0.992003829436956
178;8;-2,39E+09;0.00309633456412006;0.00104285397591316;-0.000134838415108042;-0.0022968255979022;0.0836790068945037;207.401.881.406.483;0.00226059218375609;-0.32177506721591;0.969999999999999;0.87081326003957;0.0991867399604287;0;136.696.734.389.872;0.0129737096123923;0.0228795438850587;9,03E+09;0.000145093718754823;0.00611595776846452;0.0445994648382513;0.196254435515007;0.00299885220239292;194.391.223.247.819;-0.00184501277374632;0.13533200572858;115.507.608.728.843;-0.929319451353297;-0.375546346926271;187.623.343.010.913;105.680.098.827.944;0.753819138519817;-0.165529627233065;0.99088466930827;-48.555;1.050.273;0.999;0.893;0;0.356;0.708;0.064;0;0.453;0.869;0.99088466930827
179;9;0.000403494415389734;0.0180254988144771;0.000964520726563411;-0.000230844788043076;0.00160478760462241;0.0797526016904149;216.718.028.639.704;0.00227326455516111;-206.495.004.299.956;101.333.333.333.332;0.94362966407828;0.069703669255041;0;115.710.387.432.457;0.0144716319624392;0.0234605227419835;9,84E+09;0.000140038170202244;0.00582632592685065;0.0464976321356549;0.182997622184511;0.00298986306940455;223.772.962.440.575;0.0278817493726344;0.768333212892133;980.561.025.564.703;-164.844.190.487.271;0.275437321009925;171.519.705.471.754;118.426.691.042.572;0.760323968821035;-0.922787999264174;0.990339214014127;-275.775;10.758.394;0.978;0.445;0;0.103;0.784;0.09;0;0.449;0.359;0.990339214014127
180;10;-0.000945450233087196;-0.0233407407867399;0.000866298018850356;-0.00134164541936216;-0.00241924792282493;0.0596322945111399;215.816.449.875.635;0.00921355514790514;17.376.109.316.093;102.500.000.000.001;104.207.237.030.603;-0.0170723703060198;0;-0.32126938651315;0.0134487791529339;0.0239342324436365;7,41E+09;0.000892354547424707;0.00597701551542519;0.0476346724012495;0.190461944866551;0.00410805600540402;207.678.018.299.678;-0.0703000787161368;-0.975203230005628;116.949.725.263.113;-15.034.891.941.035;-0.404758514777393;125.186.742.146.201;113.312.110.735.218;224.280.173.780.129;0.836685050173166;0.990618238784985;-0.15478;10.458.037;0.944;0.332;0;0.137;0.687;0.214;0;0.028;0.405;0.990618238784985
181;11;-0.00402624781707593;0.0180361527033075;0.000788532088011946;-0.000165298469405773;0.00220574633661533;-0.0921058231780291;233.044.670.169.796;0.00272983578468608;-253.150.921.462.093;0.846666666666678;0.899588461061818;-0.0529217943951397;0;-134.961.399.460.754;0.0174172975776611;0.0259353914257343;8,95E+09;0.000778812611413453;0.00614123286256485;0.076077573249214;0.232991696568364;0.00549094807596045;221.804.908.481.874;-0.231163749664579;0.695426277060587;881.522.137.117.893;-0.212244212514453;0.359169955931961;-121.068.298.112.388;100.022.736.261.512;0.497151993958455;-114.132.244.951.099;0.990982530513877;61.745;1.068.227;0.818;0.489;0;0.832;0.72;0.23;0;0.62;0.257;0.990982530513877
182;12;-0.00218080446885201;-0.00455807130110082;0.00109560752120235;6,07E+09;-0.00753133930600045;0.0495998405666801;199.196.704.816.384;6,41E+08;-248.019.763.309.831;117.333.333.333.333;120.595.052.452.662;-0.032617191193292;0;-0.632152031451167;0.0142290117977465;0.0255868804991694;9,70E+09;0.000131799054044759;0.00780324072280728;0.0502697908779472;0.226007652106727;0.0032467382517886;194.214.699.952.508;-0.153264646895394;-0.178140953964622;112.987.459.644.438;0.46083847216223;-0.96515532117161;0.986672904351368;881.371.506.493.583;0.0197476572186514;-127.703.908.803.237;0.991508615259179;-688.917;10.764.047;0.879;0.859;0;0.646;0.337;0.327;0;0.984;0.205;0.991508615259179
183;13;-0.000204875070482696;-0.00707187589918986;0.00111678898258119;9,39E+09;-0.00772214868848295;0.0243642501833342;201.150.114.102.196;-0.00161151158993161;-0.281222151977374;109.166.666.666.667;117.101.405.971.627;-0.0793473930496045;0;-124.037.617.690.525;0.0150094468147296;0.0207374442886656;0.000110613533012001;0.000118228574335803;0.00564879644088263;0.0575440366870177;0.194678953945527;0.00311985708032847;175.040.193.743.626;-0.0136497415935171;-0.341019645465913;100.963.141.866.197;0.79458775500108;-136.704.318.686.271;0.423401825559293;103.324.016.297.355;-0.51653378614444;-0.160661472066963;0.992354053697739;-730.324;11.000.441;0.989;0.734;0;0.429;0.176;0.673;0;0.607;0.873;0.992354053697739
184;14;-0.00144559894846015;0.061575221417508;0.000963245670317103;-0.000942663716259705;0.00213613749542781;-0.135501092159081;237.830.385.532.883;-0.00580141826180316;-184.230.290.615.023;0.766666666666666;0.878518245190093;-0.111851578523428;0;-220.531.212.082.099;0.0163657378488504;0.0293469189013856;0.000110179635094401;0.000768649966062875;0.00603723137153942;0.0548293195766789;0.193023514965076;0.00656894058960219;240.107.624.769.451;-0.08833081415646;209.818.351.372.487;874.250.191.055.544;-12.263.888.087.944;0.35382733640091;-247.132.543.692.399;123.213.166.839.239;-0.883158887292432;-0.767282133551231;0.990135049299194;77.956;1.103.695;0.93;0.039;0;0.224;0.724;0.016;0;0.38;0.445;0.990135049299194
185;15;9,46E+08;-0.0314089439405478;0.000514810698853295;-0.00022596961848428;0.00952890955809683;-0.0500944326372606;278.068.945.881.215;0.00592402573807752;-0.00882685565507302;122.666.666.666.667;12.171.494.164.982;0.00951725016847083;0;0.151755490692267;0.0150862502348784;0.0238443792514923;0.000139660412251158;0.000163394828780883;0.00581342062745799;0.0499792922606045;0.182441907142129;0.00395225906646308;167.270.043.467.822;0.000626990859590625;-13.172.472.895.717;368.616.052.720.428;-138.296.676.932.972;163.912.267.299.046;-100.230.376.164.704;152.415.061.998.113;149.889.610.940.383;-0.00527700924330248;0.989148265593004;-696.851;11.398.005;1;0.192;0;0.171;0.105;0.319;0;0.138;0.996;0.989148265593004
